idema,lon,fint,prec,alt,vmax,vv,dv,lat,dmax,ubi,hr,tamin,ta,tamax,pres,stdvv,ts,pres_nmar,tpr,vis,stddv,inso,tss5cm,psoltp,pliqt,rviento,vmaxu,dvu,pacutp,vvu,stdvvu,stddvu,dmaxu,tss20cm,geo850,geo925,nieve,geo700
2891A,-6.462222,2025-05-28T11:00:00+0000,0.0,690.0,4.7,2.6,46.0,41.26278,52.0,VILLARINO DE LOS AIRES,40.0,25.7,28.1,28.1,,,,,,,,,,,,,,,,,,,,,,,,
2914C,-6.20289,2025-05-28T11:00:00+0000,0.0,785.0,6.2,2.7,249.0,40.786037,247.0,BOADILLA FUENTE SAN ESTEBAN,32.0,27.4,28.1,28.1,,,,,,,,,,,,,,,,,,,,,,,,
2916A,-6.437733,2025-05-28T11:00:00+0000,0.0,769.0,5.3,2.3,176.0,41.01144,108.0,VITIGUDINO,27.0,27.3,28.5,28.5,936.5,,,,7.7,6.8,,60.0,,0.0,0.0,,,,,,,,,,,878.4,,
2918Y,-6.223616,2025-05-28T11:00:00+0000,0.0,1027.0,7.2,2.5,300.0,40.569447,245.0,EL MAILLO (BASE AVIONES - AUTOMATICA),36.0,26.0,26.4,26.4,,,,,,,,,,,,,,,,,,,,,,,,
2926B,-6.60902,2025-05-28T11:00:00+0000,0.0,748.0,3.7,1.6,76.0,40.851425,90.0,BAÑOBAREZ,35.0,27.9,28.3,28.9,,,,,,,,,,,,,,,,,,,,,,,,
2930Y,-6.812855,2025-05-28T11:00:00+0000,0.0,880.0,5.1,1.2,240.0,40.29663,165.0,NAVASFRIAS,37.0,26.1,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,
2945A,-6.57708,2025-05-28T11:00:00+0000,0.0,805.0,7.6,3.6,201.0,40.48512,200.0,EL BODÓN-BASE AEREA,33.0,26.5,27.7,27.7,,,,,,,,,,,,,,,,,,,,,,,,
2946X,-6.600021,2025-05-28T11:00:00+0000,0.0,680.0,4.8,1.5,163.0,40.63502,210.0,SAELICES EL CHICO,20.0,26.3,30.2,30.2,946.0,,34.4,1020.5,4.8,20.0,,60.0,23.8,0.0,0.0,,,,,,,,,,,,,
2966D,-6.301295,2025-05-28T11:00:00+0000,0.0,840.0,3.4,1.1,69.0,41.683464,75.0,ALCAÑICES-VIVINERA,39.0,25.3,26.6,26.6,,,,,,,,,,,,,,,,,,,,,,,,
2969U,-7.183055,2025-05-28T11:00:00+0000,0.0,910.0,,,,42.027264,,MESÓN EROSA,44.0,24.8,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,
2978X,-7.422059,2025-05-28T11:00:00+0000,0.0,380.0,,,,41.926666,,AGUAS DE CABREIROA,49.0,24.1,26.7,26.7,,,,,,,,,,,,,,,,,,,,,,,,
3013,-1.878928,2025-05-28T11:00:00+0000,0.0,1061.72,4.4,1.1,355.0,40.841652,308.0,MOLINA DE ARAGÓN,30.0,25.6,27.5,27.5,905.4,0.4,34.5,,8.4,20.0,66.0,60.0,22.9,,,,,,0.0,,,,,18.4,"{'value': 1617.9, 'present': True}",,,
3021Y,-2.199722,2025-05-28T11:00:00+0000,0.0,1250.46,8.3,4.5,303.0,40.75833,295.0,ZAOREJAS,35.0,24.1,24.8,24.8,,,,,,,,,,,,,,,,,,,,,,,,
3040Y,-2.076393,2025-05-28T11:00:00+0000,0.0,1214.0,,,,40.57167,,BETETA,,27.5,27.9,27.9,,,,,,,,,,,,,,,,,,,,,,,,
3085Y,-2.953058,2025-05-28T11:00:00+0000,0.0,920.0,,,,40.407776,,PASTRANA,32.0,28.2,29.4,29.4,,,,,,,,,,,,,,,,,,,,,,,,
3094B,-3.021667,2025-05-28T11:00:00+0000,0.0,818.96,3.2,0.9,325.0,40.01139,224.0,TARANCON,28.0,26.1,27.7,27.7,931.5,0.5,22.7,,7.6,14.0,76.0,57.0,22.5,,,,,,0.0,,,,,,,882.2,,
3099Y,-3.496134,2025-05-28T11:00:00+0000,0.0,733.0,3.2,1.6,12.0,39.935165,17.0,OCAÑA,37.0,27.4,29.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,
3100B,-3.546025,2025-05-28T11:00:00+0000,0.0,540.0,2.8,0.6,78.0,40.06714,156.0,ARANJUEZ,34.0,27.3,29.8,29.8,,,,,12.2,,,,,,,44.0,,,,,,,,,,,,
3103,-3.301944,2025-05-28T11:00:00+0000,0.0,910.0,4.2,1.5,126.0,41.003613,175.0,PANTANO EL VADO,33.0,26.9,28.2,28.2,,,,,,,,,,,,,,,,,,,,,,,,
3104Y,-3.888285,2025-05-28T11:00:00+0000,0.0,1159.0,7.5,2.0,308.0,40.889687,265.0,EL PAULAR- RASCAFRÍA (AUTOMÁTICA),33.0,25.6,26.7,26.7,,,,,,,,,,,,,,,,,,,,,,,,
3110C,-3.613809,2025-05-28T11:00:00+0000,0.0,1030.0,4.4,0.2,161.0,41.006985,157.0,BUITRAGO,28.0,26.4,27.3,27.5,912.1,,,,7.1,,,,,,,48.0,,,,,,,,,"{'value': 1648.6, 'present': True}",,,
3111D,-3.580467,2025-05-28T11:00:00+0000,0.0,1450.0,0.1,0.0,0.0,41.135685,315.0,SOMOSIERRA,33.0,22.6,23.8,24.0,865.7,,,,6.5,,,,,,,0.0,,,,,,,,,"{'value': 1609.5, 'present': True}",,,
3125Y,-3.616667,2025-05-28T11:00:00+0000,0.0,672.0,,,,40.55,,SAN SEBASTIAN DE LOS REYES,34.0,27.7,29.3,29.3,,,,,,,,,,,,,,,,,,,,,,,,
3126Y,-3.711944,2025-05-28T11:00:00+0000,0.0,740.0,3.7,1.5,176.0,40.561386,165.0,EL GOLOSO (AUTOMÁTICA),32.0,26.9,28.2,28.2,,,,,,,,,,,,,,,,,,,,,,,,
3129,-3.555593,2025-05-28T11:00:00+0000,0.0,609.0,4.6,1.9,170.0,40.46656,210.0,MADRID/BARAJAS,31.0,27.1,28.8,29.0,957.0,0.5,37.3,1021.4,9.9,24.5,17.0,60.0,,,,,,,,,,,,,,,,
3129A,-3.579722,2025-05-28T11:00:00+0000,0.0,631.0,3.2,1.2,94.0,40.46528,126.0,MADRID BARAJAS RS.,30.0,26.8,29.1,29.1,951.7,0.6,,1021.2,9.8,,50.0,,,,,,,,,,,,,,,,,
3130C,-2.617927,2025-05-28T11:00:00+0000,0.0,1005.0,4.7,1.8,200.0,41.086277,210.0,SIGÜENZA,28.0,25.3,26.7,26.7,912.6,,21.1,,6.7,20.0,,39.0,25.3,0.0,0.0,,,,,,,,,,"{'value': 1627.0, 'present': True}",,,
3140Y,-2.75988,2025-05-28T11:00:00+0000,0.0,990.0,,,,40.985077,,MANDAYONA,42.0,26.6,27.7,27.7,,,,,,,,,,,,,,,,,,,,,,,,
3158D,-3.142474,2025-05-28T11:00:00+0000,0.0,1368.0,,5.3,59.0,41.274166,,EVC_CAMPISABALOS,31.0,24.2,25.0,25.0,880.0,,,,6.7,,,,,,,179.0,,,,,,,,,"{'value': 1671.0, 'present': True}",,,
3168D,-3.150278,2025-05-28T11:00:00+0000,0.0,727.44,2.8,0.7,8.0,40.630283,343.0,GUADALAJARA,28.0,26.9,29.6,29.8,940.8,0.3,41.6,1020.5,9.2,20.0,117.0,60.0,19.6,,,,,,0.0,,,,,18.8,,,,
3170Y,-3.289711,2025-05-28T11:00:00+0000,0.0,605.0,3.5,1.4,240.0,40.52836,270.0,ALCALA DE HENARES-ENCÍN,37.0,27.8,29.5,29.5,,,,,,,,,,,,,,,,,,,,,,,,
3182Y,-3.497784,2025-05-28T11:00:00+0000,0.0,533.0,3.6,1.8,226.0,40.31167,207.0,ARGANDA DEL REY,40.0,27.3,29.1,29.1,,,,,,,,,,,,,,,,,,,,,,,,
3191E,-3.765135,2025-05-28T11:00:00+0000,0.0,1004.0,4.8,1.2,72.0,40.696068,55.0,COLMENAR VIEJO/FAMET,34.0,25.5,26.2,26.4,912.2,,,,9.0,,,,,,,70.0,,,,,,,,,,881.0,,
3194U,-3.724167,2025-05-28T11:00:00+0000,0.0,664.0,3.2,1.2,89.0,40.45167,59.0,MADRID  C. UNIVERSITARIA,28.0,29.1,31.5,31.5,,,,,10.8,,,,,,,34.0,,,,,,,,,,,,
3194Y,-3.813369,2025-05-28T11:00:00+0000,0.0,665.0,,,,40.448437,,POZUELO DE ALARCON (AUTOMÁTICA),29.0,27.8,29.3,29.3,,,,,,,,,,,,,,,,,,,,,,,,
3195,-3.678095,2025-05-28T11:00:00+0000,0.0,667.0,4.0,0.5,308.0,40.411804,20.0,MADRID RETIRO,36.0,26.7,29.3,29.3,946.8,,,1019.9,12.6,,,,,,,45.0,,,,,,,,,,,,
3209Y,-2.874063,2025-05-28T11:00:00+0000,0.0,835.0,,,,40.765198,,BRIHUEGA,33.0,26.8,28.1,28.1,,,,,,,,,,,,,,,,,,,,,,,,
3229Y,-3.311671,2025-05-28T11:00:00+0000,0.0,594.0,,,,40.247227,,TIELMES,32.0,29.1,30.6,30.6,,,,,,,,,,,,,,,,,,,,,,,,
3245Y,-3.505837,2025-05-28T11:00:00+0000,0.0,635.0,,,,39.696114,,TEMBLEQUE,27.0,29.4,30.9,30.9,,,,,,,,,,,,,,,,,,,,,,,,
3254Y,-3.780687,2025-05-28T11:00:00+0000,0.0,717.0,4.1,1.9,12.0,39.68689,322.0,MORA DE TOLEDO (AUTOMÁTICA),29.0,30.9,31.9,31.9,,,,,,,,,,,,,,,,,,,,,,,,
3260B,-4.045278,2025-05-28T11:00:00+0000,0.0,512.69,4.5,2.0,274.0,39.884724,215.0,TOLEDO,31.0,27.8,30.7,30.7,964.1,0.5,35.8,1020.8,11.7,15.7,26.0,60.0,34.7,,,,,,0.0,,,,,24.4,,,,
3266A,-4.141883,2025-05-28T11:00:00+0000,0.0,1532.0,5.8,2.5,284.0,40.70634,325.0,ALTO DE LOS LEONES,38.0,20.7,21.5,22.4,858.4,,,,6.5,,,,,,,78.0,,,,,,,,,"{'value': 1617.1, 'present': True}",,,
3268C,-4.017505,2025-05-28T11:00:00+0000,0.0,924.0,4.4,1.4,192.0,40.659725,180.0,ALPEDRETE,30.0,28.5,29.1,29.1,,,,,,,,,,,,,,,,,,,,,,,,
3298X,-4.350468,2025-05-28T11:00:00+0000,0.0,917.0,2.8,0.6,32.0,39.546833,71.0,SAN PABLO DE LOS MONTES,35.0,27.9,28.9,29.2,,,,,11.9,,,,,,,31.0,,,,,,,,,,,,
3305Y,-4.476945,2025-05-28T11:00:00+0000,0.0,750.0,,,,39.630554,,NAVAHERMOSA,28.0,29.9,31.3,31.3,,,,,,,,,,,,,,,,,,,,,,,,
3319D,-5.012748,2025-05-28T11:00:00+0000,0.0,1285.0,7.0,3.6,211.0,40.339664,217.0,PUERTO EL PICO,41.0,24.0,24.4,24.4,,,,,,,,,,,,,,,,,,,,,,,,
3330Y,-4.487227,2025-05-28T11:00:00+0000,0.0,890.0,,,,40.31305,,ROZAS DE PUERTO REAL,35.0,26.2,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,
3337U,-4.455763,2025-05-28T11:00:00+0000,0.0,850.0,4.6,1.9,124.0,40.467503,162.0,CEBREROS,31.0,29.4,29.9,30.1,,,,,,,,,,,,,,,,,,,,,,,,
3338,-4.249927,2025-05-28T11:00:00+0000,0.0,763.0,,,,40.42775,,ROBLEDO DE CHAVELA,27.0,27.2,28.8,28.8,936.9,,,,8.0,,,,,,,0.0,,,,,,,,,,876.3,,
3343Y,-4.061107,2025-05-28T11:00:00+0000,0.0,884.0,4.5,2.3,201.0,40.496662,202.0,VALDEMORILLO,34.0,26.9,28.2,28.2,,,,,,,,,,,,,,,,,,,,,,,,
3362Y,-4.680608,2025-05-28T11:00:00+0000,0.0,560.0,,,,40.108208,,CASTILLO BAYUELA,27.0,30.3,32.1,32.1,,,,,,,,,,,,,,,,,,,,,,,,
3365A,-4.863596,2025-05-28T11:00:00+0000,0.0,372.0,5.1,1.6,101.0,39.958607,93.0,TALAVERA DE LA REINA,28.0,29.6,31.3,31.3,980.4,,26.1,1021.8,10.6,,,60.0,20.8,0.0,0.0,,,,,,,,,,,,,
3386A,-5.391666,2025-05-28T11:00:00+0000,0.0,923.0,4.1,1.7,13.0,39.591663,2.0,NAVALVILLAR DE IBOR,39.0,27.6,28.1,28.1,,,,,,,,,,,,,,,,,,,,,,,,
3391,-4.590932,2025-05-28T11:00:00+0000,0.0,630.0,3.4,0.0,27.0,40.288563,253.0,SOTILLO DE LA ADRADA,24.0,29.6,31.1,31.4,,,,,8.1,,,,,,,19.0,,,,,,,,,,,,
3422D,-5.311326,2025-05-28T11:00:00+0000,0.0,350.0,2.5,0.9,240.0,40.1392,235.0,CANDELEDA (AUTOMATICA),36.0,30.4,31.5,31.5,,,,,,,,,,,,,,,,,,,,,,,,
3423I,-5.373329,2025-05-28T11:00:00+0000,0.0,464.0,3.2,0.8,86.0,40.15389,77.0,MADRIGAL DE LA VERA,34.0,29.6,31.2,31.3,,,,,,,,,,,,,,,,,,,,,,,,
3427Y,-5.114443,2025-05-28T11:00:00+0000,0.0,345.0,,,,39.99334,,OROPESA DEHESÓN DEL  ENCINAR,36.0,30.4,31.7,31.7,,,,,,,,,,,,,,,,,,,,,,,,
3434X,-5.582629,2025-05-28T11:00:00+0000,0.0,269.0,5.5,2.5,43.0,39.94576,84.0,NAVALMORAL DE LA MATA,33.0,29.0,30.7,30.9,991.3,1.0,42.1,1021.5,12.5,11.5,33.0,60.0,23.0,,,,,,0.0,,,,,,,,,
3436D,-5.784718,2025-05-28T11:00:00+0000,0.0,690.0,3.1,1.6,190.0,40.11111,150.0,GARGANTA LA OLLA,40.0,27.5,28.7,28.7,,,,,,,,,,,,,,,,,,,,,,,,
3448X,-6.127483,2025-05-28T11:00:00+0000,0.0,406.0,6.0,2.8,72.0,39.820717,80.0,SERRADILLA (AUTOMATICA),38.0,28.7,30.8,30.8,,,,,,,,,,,,,,,,,,,,,,,,
3455X,-5.808349,2025-05-28T11:00:00+0000,0.0,559.0,5.2,3.2,49.0,39.66995,50.0,JARAICEJO,29.0,30.6,31.2,31.2,,,,,,,,,,,,,,,,,,,,,,,,
3469A,-6.338889,2025-05-28T11:00:00+0000,0.0,393.98,4.2,2.0,31.0,39.47139,88.0,CÁCERES,26.0,30.0,31.7,31.7,977.5,0.9,38.7,1020.9,9.8,20.0,64.0,60.0,27.4,,,,,,0.0,,,,,25.2,,,,
3475X,-6.376392,2025-05-28T11:00:00+0000,0.0,373.0,4.2,1.9,113.0,39.790558,115.0,CAÑAVERAL,30.0,29.8,31.7,31.7,,,,,,,,,,,,,,,,,,,,,,,,
3494U,-6.239733,2025-05-28T11:00:00+0000,0.0,470.0,5.7,3.1,99.0,40.40809,112.0,NUÑOMORAL,31.0,29.5,31.0,31.2,,,,,,,,,,,,,,,,,,,,,,,,
3503,-6.1675,2025-05-28T11:00:00+0000,0.0,393.0,4.8,1.8,230.0,40.189445,210.0,GUIJO DE GRANADILLA,32.0,29.6,31.7,31.7,,,,,,,,,,,,,,,,,,,,,,,,
3504X,-5.861212,2025-05-28T11:00:00+0000,0.0,724.0,3.7,1.9,307.0,40.265087,305.0,HERVAS,43.0,26.9,27.7,27.7,,,,,,,,,,,,,,,,,,,,,,,,
3512X,-6.338888,2025-05-28T11:00:00+0000,0.0,351.0,3.5,1.9,63.0,40.08083,60.0,MONTEHERMOSO,37.0,28.1,30.5,30.5,,,,,,,,,,,,,,,,,,,,,,,,
3514B,-5.678336,2025-05-28T11:00:00+0000,0.0,991.0,6.1,3.9,231.0,40.258614,237.0,TORNAVACAS,42.0,27.3,27.4,27.5,,,,,,,,,,,,,,,,,,,,,,,,
3516X,-5.832386,2025-05-28T11:00:00+0000,0.0,1260.0,4.9,2.4,246.0,40.12078,237.0,PIORNAL (AUTOMATICA),32.0,27.5,27.7,28.0,,,,,,,,,,,,,,,,,,,,,,,,
3519X,-6.085781,2025-05-28T11:00:00+0000,0.0,415.0,6.3,1.6,131.0,40.043053,132.0,PLASENCIA,39.0,29.3,31.5,31.5,,,,,15.9,,,,,,,76.0,,,,,,,,,,,,
3526X,-6.557527,2025-05-28T11:00:00+0000,0.0,313.0,5.9,3.4,91.0,40.00354,116.0,CORIA,32.0,28.7,31.2,31.2,986.5,0.6,38.0,1021.5,12.5,20.0,14.0,60.0,26.2,,,,,,0.0,,,,,,,,,
3531X,-6.411707,2025-05-28T11:00:00+0000,0.0,459.0,3.9,1.6,194.0,40.254925,217.0,TORRECILLA DE LOS ANGELES,25.0,31.3,32.5,32.5,,,,,,,,,,,,,,,,,,,,,,,,
3536X,-6.724444,2025-05-28T11:00:00+0000,0.0,560.0,3.6,1.9,136.0,40.17483,102.0,HOYOS,39.0,28.4,28.8,28.9,,,,,,,,,,,,,,,,,,,,,,,,
3540X,-6.860004,2025-05-28T11:00:00+0000,0.0,336.0,3.9,1.2,58.0,39.871387,95.0,ZARZA LA MAYOR,21.0,30.3,32.1,32.1,,,,,,,,,,,,,,,,,,,,,,,,
3547X,-6.896107,2025-05-28T11:00:00+0000,0.0,450.0,4.1,1.9,135.0,40.207226,137.0,VALVERDE DE FRESNO,34.0,29.4,31.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,
3562X,-6.736389,2025-05-28T11:00:00+0000,0.0,321.0,3.5,1.7,64.0,39.4275,40.0,ALISEDA  LA UMBRÍA,28.0,31.0,32.4,32.4,,,,,,,,,,,,,,,,,,,,,,,,
3565X,-6.744998,2025-05-28T11:00:00+0000,0.0,425.0,4.4,2.2,147.0,39.61806,145.0,BROZAS (AUTOMATICA),28.0,31.4,32.6,33.1,,,,,,,,,,,,,,,,,,,,,,,,
3576X,-7.231135,2025-05-28T11:00:00+0000,0.0,444.0,3.9,2.0,75.0,39.41486,86.0,VALENCIA DE ALCÁNTARA,22.0,30.9,32.0,32.5,971.4,0.7,39.7,1020.5,7.6,20.0,52.0,60.0,18.9,,,,,,0.0,,,,,,,,,
4007Y,-2.745006,2025-05-28T11:00:00+0000,0.0,905.0,4.5,1.4,16.0,38.96583,207.0,OSSA DE MONTIEL,24.0,30.4,31.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,
4051Y,-2.80695,2025-05-28T11:00:00+0000,0.0,875.0,3.0,1.1,236.0,40.06111,340.0,ALCÁZAR DEL REY,31.0,27.9,28.9,28.9,,,,,,,,,,,,,,,,,,,,,,,,
4061X,-3.048206,2025-05-28T11:00:00+0000,0.0,691.52,,,,39.59716,,QUINTANAR DE LA ORDEN,37.0,,,,945.0,,,,,,,,,,,20.0,,,,,,,,,,,,
4064Y,-3.215832,2025-05-28T11:00:00+0000,0.0,640.0,2.3,0.8,68.0,39.390827,215.0,ALCAZAR DE SAN JUAN,27.0,29.8,32.2,32.2,,,,,,,,,,,,,,,,,,,,,,,,
4067,-3.528358,2025-05-28T11:00:00+0000,0.0,690.0,4.2,1.5,41.0,39.492065,279.0,MADRIDEJOS,22.0,28.6,31.5,31.5,944.4,0.6,35.2,1019.5,7.1,20.0,74.0,60.0,24.1,,,,,,0.0,,,,,,,,,
4070Y,-2.395207,2025-05-28T11:00:00+0000,0.0,1020.0,6.4,2.4,358.0,40.018784,337.0,ABIA DE OBISPALIA,29.0,28.2,29.4,29.4,,,,,,,,,,,,,,,,,,,,,,,,
4075Y,-2.503334,2025-05-28T11:00:00+0000,0.0,870.0,,,,39.84028,,VILLARES DEL SAZ,29.0,27.9,29.9,29.9,,,,,,,,,,,,,,,,,,,,,,,,
4089A,-2.49575,2025-05-28T11:00:00+0000,0.0,857.5,2.1,0.6,222.0,39.51697,47.0,ALBERCA DE ZANCARA,29.0,28.8,30.2,30.2,,,,,,,,,,,,,,,,,,,,,,,,
4090Y,-2.420691,2025-05-28T11:00:00+0000,0.0,728.0,3.0,1.3,179.0,39.416737,67.0,SAN CLEMENTE,24.0,28.6,30.7,30.7,940.7,,44.0,1019.9,7.8,,,60.0,23.2,0.0,0.0,,,,,,,,,,,,,
4091Y,-2.592567,2025-05-28T11:00:00+0000,0.0,718.0,3.8,1.5,23.0,39.261894,2.0,VILLARROBLEDO,24.0,29.9,32.2,32.5,,,,,,,,,,,,,,,,,,,,,,,,
4093Y,-2.759997,2025-05-28T11:00:00+0000,0.0,763.0,2.8,0.8,298.0,39.656116,220.0,OSA DE LA VEGA (AUTOMÁTICA),31.0,27.3,29.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,
4095Y,-2.705556,2025-05-28T11:00:00+0000,0.0,745.0,2.8,1.2,357.0,39.555283,340.0,BELMONTE,31.0,29.3,30.6,30.6,,,,,,,,,,,,,,,,,,,,,,,,
4096Y,-2.488886,2025-05-28T11:00:00+0000,0.0,918.0,5.4,2.2,40.0,39.016663,72.0,MUNERA  SAN BARTOLOMÉ (AUTOMÁTICA),29.0,29.3,29.6,29.8,,,,,,,,,,,,,,,,,,,,,,,,
4103X,-3.00749,2025-05-28T11:00:00+0000,0.0,662.0,4.7,3.0,57.0,39.169044,45.0,TOMELLOSO,21.0,29.8,32.0,32.1,948.0,0.9,41.6,1020.1,7.0,7.9,27.0,60.0,24.7,,,,,,0.0,,,,,,,,,
4116I,-3.741944,2025-05-28T11:00:00+0000,0.0,626.5,,,,38.950832,,ALMAGRO/FAMET,21.0,30.3,31.9,31.9,,,,,,,,,,,,,,,,,,,,,,,,
4121,-3.920278,2025-05-28T11:00:00+0000,0.0,626.17,5.6,2.4,82.0,38.989166,88.0,CIUDAD REAL,22.0,30.4,33.0,33.0,951.6,1.0,42.9,1019.9,8.4,20.0,55.0,59.5,25.1,,,,,,0.0,,,,,24.7,,,,
4138Y,-3.004441,2025-05-28T11:00:00+0000,0.0,900.0,5.9,3.9,270.0,38.737495,292.0,VILLANUEVA DE LOS INFANTES,25.0,29.9,30.7,30.9,,,,,,,,,,,,,,,,,,,,,,,,
4147X,-3.391368,2025-05-28T11:00:00+0000,0.0,700.0,3.7,1.4,319.0,38.750423,287.0,VALDEPEÑAS,16.0,30.0,31.8,31.9,943.2,,29.3,1019.3,2.9,20.0,,60.0,24.7,0.0,0.0,,,,,,,,,,,,,
4148,-3.566724,2025-05-28T11:00:00+0000,0.0,804.0,3.8,0.7,271.0,38.518047,304.0,VISO DEL MARQUÉS,31.0,29.0,30.9,30.9,932.7,,,,11.8,,,,,,,47.0,,,,,,,,,,878.1,,
4193Y,-4.282654,2025-05-28T11:00:00+0000,0.0,587.1,,,,39.217045,,EL ROBLEDO,,31.5,33.1,33.1,,,,,,,,,,,,,,,,,,,,,,,,
4195E,-4.394988,2025-05-28T11:00:00+0000,0.0,651.0,4.9,1.4,169.0,39.32091,176.0,ALCORNOQUERA  PARQUE NACIONAL CABAÑEROS,26.0,29.8,31.1,31.3,949.0,1.0,,1020.1,9.3,,45.0,,,,,,,,,,,,,,,,,
4210Y,-4.291943,2025-05-28T11:00:00+0000,0.0,718.0,5.8,2.8,114.0,38.898056,105.0,ABENOJAR (AUTOMATICA),31.0,30.1,30.8,30.8,,,,,,,,,,,,,,,,,,,,,,,,
4220X,-4.622035,2025-05-28T11:00:00+0000,0.0,531.48,3.4,1.1,69.0,39.083622,95.0,PUEBLA DE DON RODRIGO,26.0,29.0,32.8,33.1,961.4,,,1019.6,10.8,,,,,,,44.0,,,,,,,,,,,,
4236Y,-5.026459,2025-05-28T11:00:00+0000,0.0,689.04,4.3,1.8,173.0,39.45044,80.0,PUERTO DEL REY,26.0,30.8,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,
4244X,-5.062271,2025-05-28T11:00:00+0000,0.0,447.0,4.1,1.9,112.0,39.169353,43.0,HERRERA DEL DUQUE,26.0,30.2,32.7,33.3,971.1,0.6,36.2,1020.3,10.6,11.2,48.0,60.0,19.2,,,,,,0.0,,,,,,,,,
4245X,-5.333333,2025-05-28T11:00:00+0000,0.0,660.0,4.0,0.7,84.0,39.455273,122.0,GUADALUPE (AUTOMATICA),29.0,31.3,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,
4260,-5.577502,2025-05-28T11:00:00+0000,0.0,542.0,4.0,1.3,35.0,38.479717,117.0,PERALEDA DEL ZAUCEJO,29.0,29.9,31.4,31.4,,,,,,,,,,,,,,,,,,,,,,,,
4263X,-5.350555,2025-05-28T11:00:00+0000,0.0,575.0,2.8,1.3,250.0,38.409447,195.0,VALSEQUILLO,24.0,31.0,32.4,32.4,,,,,,,,,,,,,,,,,,,,,,,,
4267X,-5.121442,2025-05-28T11:00:00+0000,0.0,551.0,5.0,1.2,325.0,38.498367,287.0,HINOJOSA DEL DUQUE,23.0,30.6,32.7,32.9,959.8,,,1020.1,8.9,,,,,,,47.0,,,,,,,,,,,,
4300Y,-4.845277,2025-05-28T11:00:00+0000,0.0,535.0,4.2,1.8,157.0,38.775284,195.0,MINAS DE ALMADÉN,26.0,31.7,33.1,33.2,,,,,,,,,,,,,,,,,,,,,,,,
4325Y,-5.529083,2025-05-28T11:00:00+0000,0.0,459.0,4.7,1.4,35.0,38.741814,155.0,CASTUERA,22.0,31.7,33.1,33.1,,,,,,,,,,,,,,,,,,,,,,,,
4339X,-5.369009,2025-05-28T11:00:00+0000,0.0,590.0,4.0,1.2,52.0,39.314167,117.0,CAÑAMERO  EL PINAR,38.0,30.7,31.5,31.5,,,,,,,,,,,,,,,,,,,,,,,,
4340,-5.461334,2025-05-28T11:00:00+0000,0.0,313.0,5.5,3.0,118.0,39.10346,105.0,NAVALVILLAR DE PELA,29.0,31.9,34.2,34.2,,,,,,,,,,,,,,,,,,,,,,,,
4347X,-5.710276,2025-05-28T11:00:00+0000,0.0,413.0,5.7,1.6,92.0,39.28278,155.0,ZORITA,27.0,31.6,32.6,32.7,,,,,,,,,,,,,,,,,,,,,,,,
4358X,-5.880481,2025-05-28T11:00:00+0000,0.0,273.0,2.5,0.9,40.0,38.95559,28.0,DON BENITO,26.0,30.5,32.9,32.9,990.4,0.4,35.5,1020.8,10.9,20.0,31.0,60.0,27.2,,,,,,0.0,,,,,,,,,
4362X,-5.845813,2025-05-28T11:00:00+0000,0.0,474.1,4.8,1.5,80.0,38.576492,107.0,RETAMAL DE LLERENA ,22.0,31.5,32.6,32.6,,,,,,,,,,,,,,,,,,,,,,,,
4386B,-6.017048,2025-05-28T11:00:00+0000,0.0,655.0,4.3,1.9,86.0,38.23171,67.0,LLERENA,19.0,29.9,31.6,31.8,948.8,0.8,29.1,1020.3,5.1,20.0,31.0,60.0,35.4,,,,,,0.0,,,,,,,,,
4395X,-6.306664,2025-05-28T11:00:00+0000,0.0,430.0,5.7,2.5,60.0,38.551666,35.0,VILLAFRANCA DE LOS BARROS,24.0,31.9,32.7,32.7,,,,,,,,,,,,,,,,,,,,,,,,
4410X,-6.385632,2025-05-28T11:00:00+0000,0.0,228.0,3.2,1.4,73.0,38.915882,60.0,MÉRIDA,26.0,31.2,34.9,35.0,995.5,0.8,,1020.8,12.5,,66.0,,,,,,,,,,,,,,,,,
4411C,-6.231012,2025-05-28T11:00:00+0000,0.0,467.0,4.4,2.0,162.0,39.197636,142.0,ALCUESCAR,20.0,33.2,33.5,34.1,,,,,,,,,,,,,,,,,,,,,,,,
4427X,-6.436641,2025-05-28T11:00:00+0000,0.0,433.0,4.7,1.7,67.0,38.425854,52.0,ZAFRA (AUTOMATICA),21.0,32.5,34.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,
4436Y,-6.361046,2025-05-28T11:00:00+0000,0.0,371.0,5.9,2.9,104.0,38.688904,102.0,ALMENDRALEJO,29.0,30.8,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,
